order_id,company,city,order_time,vehicle_type,distance_km,parcel_weight_kg,price_rs,status,delivery_time_min,customer_rating,customer_feedback,sentiment_label,merchant_id,driver_id,cod_flag,promo_used,order_value_rs,shipment_type,service_level
ORD103214,Shadowfax,Calicut,07/12/25 5:15,2W,0.68,4.81,68.26,delayed,5,4,Driver was polite and on time,positive,m_8938,d_29302,0,0,161.43,B2C,standard
ORD105884,Delhivery,Chennai,10/27/24 0:23,Truck,2.12,2.04,102.88,delayed,29.4,2,"Order lost, support unhelpful",negative,m_8939,d_93624,0,0,231.95,B2B,express
ORD102341,Shadowfax,Thiruvananthapuram,10/31/25 20:53,Truck,0.3,3.86,103.34,delayed,5,1,Package was damaged on arrival Quick response from support.,negative,m_2150,d_38267,0,0,50,B2C,standard
ORD108620,Porter,Mumbai,04/30/25 22:51,Truck,6.95,0.23,134.86,delayed,61.8,2,"Delivery took too long, disappointed",negative,m_8838,d_71476,0,0,1164.53,B2C,standard
ORD107958,Delhivery,Bengaluru,05/21/25 8:15,2W,2.04,2.87,68.05,delayed,21.5,2,"Order lost, support unhelpful Expected better.",negative,m_2053,d_55669,0,1,1950.93,B2C,standard
ORD109112,DTDC,Visakhapatnam,10/03/25 14:15,2W,4.5,5.79,93.69,delayed,21.5,3,Package arrived late but ok,neutral,m_7077,d_79997,0,0,50,B2B,standard
ORD108544,BlueDart,Chandigarh,04/04/25 3:53,Mini-Truck,4.64,2.78,127.06,delayed,31.6,1,"Order lost, support unhelpful",negative,m_6109,d_42816,0,0,1180.45,B2C,standard
ORD110085,BlueDart,Calicut,12/08/24 20:59,2W,22.06,3.13,228.51,delivered,101.5,4,Package arrived in perfect condition Expected better.,positive,m_3090,d_92553,0,0,901.56,B2C,standard
ORD108121,Porter,Vadodara,07/22/24 1:23,2W,0.3,1.14,42.02,delayed,5,2,Package was damaged on arrival,negative,m_6759,d_84148,0,1,928.63,B2C,standard
ORD100627,Shadowfax,Chandigarh,11/02/25 19:25,2W,1.19,2.22,51.91,delayed,5,2,"Delivery took too long, disappointed Expected better.",negative,m_7923,d_44303,0,1,317.93,B2B,standard
ORD107937,Porter,Pune,01/05/24 11:57,Mini-Truck,6.03,9.86,192.12,delayed,54.4,2,"Order lost, support unhelpful",negative,m_6044,d_14142,0,0,50,B2C,express
ORD104947,Shadowfax,Visakhapatnam,12/19/24 10:08,2W,14.35,1.6,105.57,delayed,55.5,2,"Delivery took too long, disappointed",negative,m_1710,d_47707,0,0,50,B2C,standard
ORD105080,Shadowfax,Visakhapatnam,09/24/25 0:16,Tempo,6.09,0.58,101.48,delayed,49.8,1,"Delivery took too long, disappointed Expected better.",negative,m_2628,d_66225,0,0,267.87,B2C,express
ORD104244,Shadowfax,Nagpur,10/18/25 20:05,Truck,1.66,2.68,107.53,delayed,17.1,1,Package was damaged on arrival,negative,m_4907,d_49420,0,0,687.05,B2C,express
ORD107420,Delhivery,Surat,02/19/25 16:02,Van,0.94,1.32,65.79,delayed,16.9,4,Driver was polite and on time,positive,m_3404,d_69839,0,0,1102.51,B2C,express
ORD104765,Porter,Calicut,05/09/24 20:35,Tempo,0.82,3.35,87.18,delayed,5,1,Package was damaged on arrival Expected better.,negative,m_9642,d_68164,0,0,2213.96,B2C,standard
ORD101601,Porter,Pune,05/26/24 18:44,Van,4.46,6.72,126.75,delayed,21.1,2,"Very poor service, won't recommend",negative,m_5323,d_40717,0,1,295.02,B2C,scheduled
ORD111517,Shadowfax,Thiruvananthapuram,01/11/25 8:56,2W,50.61,4.96,328.45,delayed,214.5,4,"Quick delivery, very satisfied",positive,m_2087,d_98371,0,1,359.05,B2C,express
ORD101269,Porter,Visakhapatnam,01/03/26 13:06,Mini-Truck,1.84,6.31,123.16,delayed,15.9,1,"Delivery took too long, disappointed Quick response from support.",negative,m_7509,d_98352,0,0,779.66,B2C,standard
ORD100128,Porter,Bengaluru,08/25/25 23:41,Truck,7.41,2.9,196.34,delayed,50,2,"Order lost, support unhelpful Expected better.",negative,m_6678,d_61445,0,0,147.29,B2C,standard
ORD109593,Shiprocket,Nagpur,07/25/25 6:33,Mini-Truck,2.83,6.01,97.23,delayed,15.7,3,Package arrived late but ok Quick response from support.,neutral,m_6387,d_83600,0,0,1564.13,B2C,standard
ORD110232,Shadowfax,Kolkata,07/04/24 13:21,Tempo,0.3,0.28,54.17,delayed,15.3,1,"Very poor service, won't recommend",negative,m_6946,d_98957,0,0,126.26,B2C,standard
ORD101711,BlueDart,Nagpur,04/23/24 7:37,Van,11.22,2.24,164.66,delayed,78.8,2,"Very poor service, won't recommend",negative,m_6373,d_86678,0,1,152.05,B2C,standard
ORD104182,DTDC,Vadodara,07/15/25 4:38,2W,0.82,0.14,41.98,delayed,12,1,Driver cancelled multiple times.,negative,m_8495,d_65608,0,1,276.03,B2C,express
ORD108723,Shiprocket,Surat,12/24/24 4:34,2W,2.44,3.56,66.82,delayed,16.5,2,"Very poor service, won't recommend Expected better.",negative,m_2233,d_38285,1,0,949.89,B2C,express
ORD104235,Shadowfax,Chandigarh,03/05/25 13:06,2W,14.83,1.14,111.61,failed,37.5,2,"Very poor service, won't recommend Quick response from support.",negative,m_1559,d_65511,0,0,124.5,B2C,standard
ORD106995,Porter,Rajkot,08/30/25 4:43,2W,1.79,1.71,62.02,delayed,5,1,Package was damaged on arrival.,negative,m_7449,d_74773,0,0,61.81,B2B,standard
ORD107524,Shiprocket,Tiruppur,12/25/25 10:38,2W,5.37,2.38,74.39,delayed,14.5,1,"Delivery took too long, disappointed Expected better.",negative,m_2507,d_89401,0,0,805.98,B2C,express
ORD102398,Delhivery,Calicut,05/16/25 13:55,Tempo,2.43,3.22,106.18,delivered,21.8,4,Smooth pickup and delivery,positive,m_3605,d_88209,0,0,353.62,B2C,standard
ORD110731,Porter,Bengaluru,05/23/24 18:20,Tempo,24,3.61,272.73,delayed,158.4,4,Package arrived in perfect condition Quick response from support.,positive,m_6719,d_39977,0,1,3471.26,B2C,standard
ORD108836,Delhivery,Surat,06/25/25 15:43,Truck,2.6,0.96,100.32,delayed,25.6,4,"Quick delivery, very satisfied Quick response from support.",positive,m_6692,d_27926,0,0,88.9,B2C,standard
ORD107873,Porter,Coimbatore,04/11/25 3:20,2W,1.78,0.31,49.34,delayed,5,3,Delivery was okay,neutral,m_8516,d_81041,0,0,50,B2C,standard
ORD108460,Porter,Ahmedabad,11/01/25 9:52,Van,6,0.35,82.49,delivered,42.4,4,"Excellent service, will use again Quick response from support.",positive,m_2288,d_35913,0,0,50,B2C,standard
ORD110096,Shiprocket,Ahmedabad,03/10/25 22:10,Van,31.28,4.62,236.28,delayed,170.6,2,"Delivery took too long, disappointed.",negative,m_1400,d_48011,0,1,2802.41,B2C,express
ORD101186,BlueDart,Kanpur,07/06/24 17:12,2W,1.12,0.55,64.54,delayed,5,2,"Order lost, support unhelpful Quick response from support.",negative,m_1368,d_41737,1,1,1373.85,B2C,standard
ORD108437,Delhivery,Lucknow,04/20/25 20:17,Van,17.68,3.18,190.89,delayed,113.7,4,Driver was polite and on time,positive,m_6161,d_80589,0,1,76.23,B2C,standard
ORD111747,Porter,Nagpur,08/22/24 19:33,2W,34.7,6.7,286.38,delayed,158.4,1,"Delivery took too long, disappointed Expected better.",negative,m_4327,d_97241,0,1,142.52,B2C,express
ORD111658,BlueDart,Mumbai,01/16/25 4:56,Van,35.36,4.17,382.83,delivered,207.5,4,Smooth pickup and delivery,positive,m_3923,d_77697,0,0,374.98,B2C,standard
ORD101977,Porter,Chennai,01/29/26 18:18,2W,0.33,5.44,75.61,delayed,5,2,"Order lost, support unhelpful",negative,m_8195,d_19245,0,1,3171.51,B2C,express
ORD105314,Shiprocket,Ahmedabad,03/21/24 4:17,2W,3.3,0.63,47.63,delayed,16.1,1,Package was damaged on arrival.,negative,m_1213,d_14824,0,0,1286.58,B2C,standard
ORD111862,Shadowfax,Bengaluru,09/30/24 8:50,Tempo,40.23,4.47,398.53,delayed,285.7,2,Driver cancelled multiple times,negative,m_3313,d_94302,0,0,605,B2C,standard
ORD104247,Shiprocket,Chandigarh,09/01/25 11:50,Tempo,22.74,9.19,265.27,delayed,183.2,1,Driver cancelled multiple times Expected better.,negative,m_6093,d_68798,1,1,630.46,B2B,standard
ORD110926,Shadowfax,Coimbatore,09/19/25 3:30,2W,44.3,0.29,253.56,delayed,178.5,2,Driver cancelled multiple times,negative,m_6754,d_69629,0,0,230.9,B2C,express
ORD100915,DTDC,Chennai,03/03/24 20:04,Van,3.26,3.44,81.31,delayed,5,1,"Very poor service, won't recommend",negative,m_8358,d_40235,0,1,1318.59,B2B,express
ORD101305,Shiprocket,Hyderabad,01/07/26 10:59,Van,2.4,0.3,52.75,delivered,29.1,3,Average experience Quick response from support.,neutral,m_7234,d_70392,0,0,982.22,B2C,express
ORD107897,BlueDart,Chandigarh,11/23/24 0:07,2W,0.86,2.24,69.15,delayed,18,4,"Quick delivery, very satisfied Quick response from support.",positive,m_2788,d_75992,0,0,2861.81,B2C,standard
ORD103049,Shadowfax,Chennai,07/05/25 9:13,2W,3.21,6.19,92.26,delayed,12.2,2,"Order lost, support unhelpful.",negative,m_2959,d_50313,0,0,1905.53,B2C,standard
ORD107885,Porter,Visakhapatnam,12/01/25 20:12,Mini-Truck,1.78,4.03,95.29,delayed,9.9,1,Driver cancelled multiple times,negative,m_2654,d_61101,0,1,2625.97,B2C,standard
ORD106653,DTDC,Lucknow,05/29/25 4:19,2W,0.8,3.61,60.46,delayed,5,2,Package was damaged on arrival,negative,m_8903,d_57936,0,0,416.33,B2C,scheduled
ORD111420,Delhivery,Delhi-NCR,02/17/25 9:25,Mini-Truck,0.3,3.15,81.82,delayed,5,2,Package was damaged on arrival.,negative,m_5788,d_69038,1,1,2459.85,B2C,standard
ORD101273,DTDC,Rajkot,08/07/25 23:03,2W,0.5,1.65,48.71,delayed,5,3,Standard service,neutral,m_8700,d_99953,1,0,3244.24,B2C,standard
ORD105698,BlueDart,Hyderabad,02/13/24 16:12,Truck,0.3,2.29,118.26,delayed,6.7,2,Driver cancelled multiple times,negative,m_5053,d_58372,0,0,146.27,B2C,standard
ORD106945,Porter,Delhi-NCR,03/11/25 7:58,Tempo,2.6,5.85,136.75,delayed,26.4,2,Package was damaged on arrival Expected better.,negative,m_7429,d_56878,0,1,1577.94,B2C,express
ORD109729,DTDC,Calicut,11/16/25 20:46,Van,20.87,3.76,199.26,delayed,113.1,2,Package was damaged on arrival.,negative,m_7958,d_62785,0,1,214.52,B2C,standard
ORD102796,Delhivery,Bengaluru,03/07/24 17:57,2W,4.82,4.32,99.73,delayed,8.2,2,"Very poor service, won't recommend",negative,m_9506,d_17163,1,0,148.53,B2B,standard
ORD106797,Delhivery,Lucknow,01/10/25 3:42,Truck,17.02,7.32,317.39,delayed,156.2,2,Package was damaged on arrival Expected better.,negative,m_2812,d_42892,0,0,240.18,B2C,standard
ORD101398,Shiprocket,Tiruppur,08/12/24 10:05,2W,2.01,6.2,76.79,delayed,5,3,"No issues, nothing special Quick response from support.",neutral,m_7713,d_52073,0,1,50,B2C,standard
ORD106615,Delhivery,Rajkot,07/06/25 14:03,Mini-Truck,0.3,2.59,70.64,delayed,16.7,4,Driver was polite and on time.,positive,m_5516,d_93076,0,1,864.93,B2C,standard
ORD103358,Delhivery,Jaipur,04/24/25 2:24,2W,5.36,3.97,87.8,delayed,27.6,2,"Order lost, support unhelpful Quick response from support.",negative,m_8008,d_20868,1,0,514.56,B2B,express
ORD100183,Delhivery,Kolkata,04/08/25 11:52,Tempo,1.76,4.05,113.11,delayed,13.5,3,Delivery was okay.,neutral,m_9659,d_34994,0,0,5610.13,B2C,express
ORD107317,BlueDart,Delhi-NCR,12/14/25 18:04,Van,2.78,6.33,142.1,delayed,16,3,Average experience.,neutral,m_4325,d_48684,0,0,839.54,B2C,standard
ORD104462,DTDC,Chennai,09/25/25 15:33,2W,1.18,5.13,71.79,delayed,28.5,2,"Delivery took too long, disappointed",negative,m_9231,d_16765,1,1,226.07,B2B,standard
ORD108700,Delhivery,Visakhapatnam,12/31/24 10:10,2W,3.41,7.38,114.89,delayed,24.9,3,"No issues, nothing special",neutral,m_5560,d_67833,1,0,834.66,B2C,standard
ORD107707,Porter,Surat,01/31/26 21:31,Tempo,4.06,2.46,107.88,delayed,19.2,2,"Very poor service, won't recommend.",negative,m_6353,d_49494,0,0,222.48,B2C,express
ORD103563,Shadowfax,Jaipur,01/29/26 19:34,Mini-Truck,15.27,6.18,205.5,returned,92,2,Package was damaged on arrival.,negative,m_3721,d_94218,0,0,753.46,B2C,standard
ORD109088,Delhivery,Mumbai,04/17/24 18:06,Van,6.24,2.21,116.55,delayed,32.8,4,Package arrived in perfect condition.,positive,m_7705,d_61661,1,1,1541.77,B2C,standard
ORD111141,Delhivery,Pune,01/23/24 19:48,Van,66.76,7.01,532.18,delayed,380,3,Delivery was okay Quick response from support.,neutral,m_4427,d_58361,0,0,2221.86,B2C,express
ORD106513,DTDC,Delhi-NCR,05/17/24 14:14,2W,1.21,1.68,50.05,delayed,5,3,"No issues, nothing special",neutral,m_4130,d_36185,0,1,572.71,B2B,standard
ORD104567,BlueDart,Rajkot,07/12/24 1:21,2W,3.64,1.29,85.15,delayed,9.4,4,Driver was polite and on time,positive,m_5737,d_84522,0,0,2019.45,B2B,standard
ORD109195,BlueDart,Calicut,03/07/24 7:59,2W,2.37,2.19,86,delayed,5,2,"Delivery took too long, disappointed Expected better.",negative,m_6940,d_63272,1,0,895.51,B2C,standard
ORD106603,DTDC,Indore,06/26/24 16:01,Tempo,2.68,3.87,113.28,delayed,26.7,1,"Order lost, support unhelpful",negative,m_7738,d_77218,0,0,50,B2C,standard
ORD109720,Delhivery,Kolkata,01/10/24 17:34,2W,19.28,1.63,151.1,delayed,65.7,1,"Delivery took too long, disappointed Quick response from support.",negative,m_7137,d_43793,0,0,236.64,B2C,express
ORD102656,Shadowfax,Calicut,03/19/25 7:23,2W,11.34,0.88,93.01,delayed,44.8,3,Standard service.,neutral,m_5846,d_23432,0,0,530.73,B2C,standard
ORD109953,Delhivery,Calicut,01/15/24 18:56,Tempo,50.13,0.48,453.37,delayed,337.8,3,Package arrived late but ok.,neutral,m_9467,d_61250,1,0,536.37,B2C,standard
ORD104305,Shadowfax,Nagpur,09/14/24 21:53,2W,3.39,2.39,63.91,delayed,15.8,2,Driver cancelled multiple times Quick response from support.,negative,m_9383,d_43977,0,1,724.92,B2C,express
ORD101961,Porter,Ahmedabad,01/26/24 15:52,2W,3.05,3.46,77.01,delayed,16.9,2,"Very poor service, won't recommend Expected better.",negative,m_7155,d_18019,0,0,446.13,B2C,standard
ORD104992,Shadowfax,Kolkata,02/07/24 20:24,2W,3.07,2.26,62.5,delayed,9.3,2,Package was damaged on arrival Quick response from support.,negative,m_1269,d_81399,0,0,50,B2B,express
ORD104891,Delhivery,Mumbai,03/21/25 2:33,Truck,0.3,1.26,93.12,delayed,5,4,"Quick delivery, very satisfied.",positive,m_2032,d_53970,0,0,50,B2C,scheduled
ORD106138,Shiprocket,Rajkot,03/23/24 7:10,Van,3.25,2.73,69.93,delayed,36.3,1,"Very poor service, won't recommend Expected better.",negative,m_5636,d_70243,1,0,195.46,B2C,scheduled
ORD105815,Shiprocket,Chennai,04/02/25 16:49,2W,0.98,4.65,65.4,delayed,5,4,"Quick delivery, very satisfied.",positive,m_9782,d_70176,1,0,50,B2B,standard
ORD105869,DTDC,Tiruppur,09/18/24 0:49,Mini-Truck,0.58,1.44,55.19,delayed,11.2,4,Package arrived in perfect condition,positive,m_1609,d_70004,1,0,1368.84,B2C,standard
ORD108672,Shadowfax,Indore,03/11/24 7:23,2W,3.42,2.4,71.12,returned,17,1,"Delivery took too long, disappointed Expected better.",negative,m_6973,d_57801,0,0,1803.25,B2C,standard
ORD106395,Shadowfax,Delhi-NCR,06/13/25 0:12,Van,5.26,5.03,116.68,delayed,25,2,Driver cancelled multiple times,negative,m_8617,d_71720,0,0,50,B2C,standard
ORD111369,Porter,Kolkata,10/11/24 4:44,2W,10.23,6.36,138.89,delayed,51.4,2,"Very poor service, won't recommend",negative,m_5127,d_29801,0,0,215.5,B2C,express
ORD106226,Shadowfax,Delhi-NCR,09/07/25 0:27,2W,5.81,1.88,78.17,delayed,18.2,3,Package arrived late but ok Expected better.,neutral,m_9697,d_27455,0,0,308.65,B2C,standard
ORD109045,Delhivery,Jaipur,01/17/26 4:29,2W,3.51,2.05,78.21,delayed,29.2,1,Driver cancelled multiple times,negative,m_7203,d_89590,0,0,74,B2C,scheduled
ORD111966,Shiprocket,Chandigarh,07/15/24 18:29,2W,23.67,2.83,159.9,delayed,99.9,1,"Order lost, support unhelpful",negative,m_1895,d_10190,0,0,1337.56,B2C,standard
ORD108518,BlueDart,Kolkata,02/13/25 9:11,Truck,0.3,0.7,96.67,delayed,18.9,1,"Order lost, support unhelpful Expected better.",negative,m_9992,d_19836,0,0,718.26,B2C,express
ORD101251,Porter,Rajkot,10/08/25 23:19,Mini-Truck,2.86,5.1,112.84,delayed,31.5,4,"Excellent service, will use again",positive,m_6009,d_60354,1,1,772.01,B2C,standard
ORD103176,Delhivery,Kolkata,05/20/25 23:56,Van,11.98,2,137.72,delayed,93.2,1,Driver cancelled multiple times,negative,m_2190,d_49292,0,0,151.23,B2B,standard
ORD105072,BlueDart,Vadodara,03/21/24 9:48,Mini-Truck,3.09,4.43,151.9,delayed,19,3,Delivery was okay Quick response from support.,neutral,m_3578,d_11142,0,0,50,B2C,express
ORD103359,Shiprocket,Tiruppur,07/28/25 11:54,Van,10.39,0.54,100.4,delayed,52.6,2,"Very poor service, won't recommend.",negative,m_3576,d_34096,0,0,2490.27,B2B,standard
ORD107250,Shiprocket,Calicut,12/29/25 10:09,Van,11.32,3.61,139.36,delayed,48.8,2,Package was damaged on arrival.,negative,m_3370,d_83602,0,1,4427.98,B2C,standard
ORD107926,BlueDart,Chandigarh,06/29/24 20:21,2W,6.45,0.32,86.46,delayed,15.1,3,Standard service.,neutral,m_3116,d_10746,0,0,634.57,B2C,standard
ORD109307,Shadowfax,Hyderabad,02/04/24 0:33,2W,4.55,3.72,76.53,delayed,5,2,Package was damaged on arrival,negative,m_3527,d_62899,0,0,715.23,B2C,express
ORD110217,Shadowfax,Kanpur,09/27/25 6:17,Tempo,1.85,5.82,128.37,delayed,8.9,1,"Very poor service, won't recommend",negative,m_6410,d_52736,0,0,1330.15,B2C,standard
ORD110780,Shiprocket,Pune,01/17/25 10:36,Van,26.31,1.34,176.99,delivered,154.4,3,Package arrived late but ok.,neutral,m_8580,d_48320,0,0,1250.81,B2C,standard
ORD103289,Delhivery,Vadodara,03/24/24 17:53,2W,9.31,1.74,98.93,delayed,36.4,1,Driver cancelled multiple times,negative,m_2632,d_75978,1,0,316.33,B2C,standard
ORD110822,Delhivery,Visakhapatnam,02/04/25 13:26,Van,20.04,2.32,213.33,delayed,111.1,2,Package was damaged on arrival Quick response from support.,negative,m_7269,d_97535,0,0,477.27,B2C,standard
ORD110475,DTDC,Tiruppur,03/09/24 22:45,2W,33.95,1.12,214.02,delivered,128.4,3,"No issues, nothing special",neutral,m_4541,d_70691,1,1,321.03,B2C,express
ORD103190,Shadowfax,Delhi-NCR,01/13/26 7:15,Van,3.65,1.37,81.53,delayed,5,1,"Order lost, support unhelpful Quick response from support.",negative,m_2322,d_31734,0,1,1607.21,B2C,standard
ORD111548,Delhivery,Kolkata,04/01/24 1:29,2W,10.17,6.96,146.19,delayed,37.5,2,"Very poor service, won't recommend",negative,m_3030,d_25515,0,1,1772.22,B2C,standard
ORD109022,Shadowfax,Bengaluru,03/03/25 12:15,Mini-Truck,12,0.71,144.04,delayed,92.7,4,"Excellent service, will use again",positive,m_2917,d_77698,0,1,1094.96,B2C,express
ORD101051,Shadowfax,Nagpur,06/18/24 13:09,Van,3.9,3.79,95.8,delayed,29.9,2,Driver cancelled multiple times Quick response from support.,negative,m_6263,d_11150,0,0,1650.24,B2C,standard
ORD104069,Delhivery,Tiruppur,11/16/25 22:48,2W,3.21,5.76,99.45,delayed,5,1,"Very poor service, won't recommend",negative,m_8068,d_11031,1,0,851.74,B2C,standard
ORD108759,Shiprocket,Bengaluru,03/28/24 23:08,Van,9.78,6.99,145.78,delayed,65.2,2,"Order lost, support unhelpful",negative,m_3392,d_54786,0,0,152.11,B2B,standard
ORD103218,Delhivery,Thiruvananthapuram,09/25/24 12:10,Truck,8.2,0.39,156.2,delayed,73.9,1,"Order lost, support unhelpful",negative,m_5667,d_81065,0,0,834.52,B2C,standard
ORD108040,Shiprocket,Thiruvananthapuram,02/03/26 21:26,Van,0.83,1.99,55.48,delayed,13.2,1,"Very poor service, won't recommend Expected better.",negative,m_3256,d_96416,1,0,274.6,B2C,express
ORD100272,BlueDart,Thiruvananthapuram,04/09/24 23:23,2W,2.61,6.09,114.42,delayed,19.9,2,"Very poor service, won't recommend Expected better.",negative,m_8428,d_25183,1,1,1781.76,B2C,express
ORD102042,Porter,Ahmedabad,04/02/25 15:00,Truck,0.52,1.03,82.83,delayed,5,1,"Very poor service, won't recommend",negative,m_9936,d_72530,0,0,541.35,B2C,standard
ORD104763,Porter,Surat,05/14/24 19:19,Van,0.76,3.75,80.13,delayed,5,3,Average experience,neutral,m_7658,d_55247,0,0,441.54,B2B,express
ORD107200,Shiprocket,Chandigarh,11/06/25 2:32,2W,5.17,3.02,69.39,delayed,5,1,"Delivery took too long, disappointed Quick response from support.",negative,m_5820,d_47278,0,0,2999.22,B2C,express
ORD107542,BlueDart,Ahmedabad,04/09/24 20:06,Van,5.73,4.98,144.76,delayed,28.4,2,Driver cancelled multiple times,negative,m_5789,d_20379,0,1,401.95,B2C,scheduled
ORD107665,Delhivery,Indore,05/09/24 1:32,Truck,4.31,4.53,169.12,delayed,45.1,1,Driver cancelled multiple times Expected better.,negative,m_5303,d_54829,0,0,470.49,B2C,express
ORD101086,Shiprocket,Coimbatore,10/07/25 8:58,2W,12.76,5.69,122.36,delayed,38.1,3,Delivery was okay Quick response from support.,neutral,m_2301,d_19122,0,1,1748.75,B2B,standard
ORD101473,Porter,Ahmedabad,08/13/25 22:44,2W,2.63,2.64,67.42,delayed,22.8,1,Driver cancelled multiple times,negative,m_3876,d_70877,1,0,358.52,B2B,standard
ORD111311,Porter,Thiruvananthapuram,12/19/24 12:50,2W,26.05,0.82,187.76,delayed,99.7,3,"No issues, nothing special Expected better.",neutral,m_4570,d_24546,0,0,289.23,B2C,standard
ORD107920,Delhivery,Coimbatore,03/17/24 3:34,2W,2.83,6.53,95.93,delayed,21.8,1,"Order lost, support unhelpful.",negative,m_9881,d_76931,0,0,725.43,B2C,standard
ORD109156,DTDC,Chennai,08/24/24 23:34,Truck,4.35,3.54,141.27,delivered,37.7,3,Average experience.,neutral,m_6100,d_13818,0,1,50,B2C,express
ORD102186,Delhivery,Chandigarh,03/21/24 17:15,Truck,1.4,1.87,96.74,delayed,5,3,Package arrived late but ok Expected better.,neutral,m_8846,d_23898,0,0,139.82,B2C,express
ORD110622,BlueDart,Pune,06/15/25 3:32,Van,26.6,3.97,332.4,delayed,152.5,1,"Delivery took too long, disappointed",negative,m_2476,d_95166,0,0,1139.7,B2B,standard
ORD104322,BlueDart,Visakhapatnam,10/13/25 16:01,Van,5.47,6.26,168.35,delayed,20.7,2,"Order lost, support unhelpful",negative,m_2386,d_12026,0,0,1148.84,B2B,standard
ORD109060,Porter,Pune,08/22/24 16:44,2W,3.2,2.29,73.99,delayed,23.9,1,Driver cancelled multiple times.,negative,m_7427,d_19418,0,0,324.21,B2C,express
ORD109552,Shadowfax,Vadodara,09/09/24 14:29,Van,1.83,4.27,93.27,delayed,13.4,1,Package was damaged on arrival.,negative,m_9310,d_11575,0,1,1748.78,B2C,standard
ORD105831,Porter,Pune,10/31/24 9:58,Tempo,1.73,2.24,90.45,delayed,12.6,2,Package was damaged on arrival,negative,m_1350,d_40222,0,0,175.37,B2C,standard
ORD108109,Porter,Rajkot,01/18/26 10:59,Van,0.7,3.84,79.6,delayed,5,2,"Very poor service, won't recommend.",negative,m_8770,d_68181,0,0,392.14,B2C,scheduled
ORD107990,BlueDart,Chennai,07/25/25 17:58,Truck,2.27,6.23,202.68,delayed,11.6,4,"Quick delivery, very satisfied Expected better.",positive,m_5322,d_65955,0,1,465.37,B2C,express
ORD111232,Porter,Tiruppur,10/27/25 21:08,2W,43.37,3.18,298.97,delayed,167.7,1,Driver cancelled multiple times Quick response from support.,negative,m_4920,d_76928,0,0,82.65,B2C,standard
ORD108537,Shadowfax,Visakhapatnam,12/11/24 18:30,2W,1.83,7.69,90.77,delayed,7.1,4,Driver was polite and on time Quick response from support.,positive,m_3167,d_26203,0,0,273.23,B2C,standard
ORD104709,Shadowfax,Chandigarh,11/01/25 6:42,Van,3.08,2.48,84.15,delayed,18.8,3,Average experience Expected better.,neutral,m_6473,d_92205,1,0,232.14,B2C,express
ORD108192,Shiprocket,Thiruvananthapuram,02/29/24 7:16,2W,0.45,2.39,46.96,delayed,27.7,1,Driver cancelled multiple times,negative,m_9095,d_95606,0,0,529.88,B2C,standard
ORD109767,Shiprocket,Rajkot,08/20/24 1:21,Van,30.48,2.79,210.88,delivered,177.1,3,Average experience,neutral,m_2432,d_11313,0,1,219.59,B2B,standard
ORD110503,Porter,Chandigarh,07/24/25 5:17,Tempo,12.9,2.82,176.77,delayed,81.3,2,"Very poor service, won't recommend",negative,m_7246,d_76840,0,0,253.13,B2C,express
ORD110388,DTDC,Pune,08/12/24 7:29,2W,20.06,8.03,185.39,delayed,72.8,4,Smooth pickup and delivery Expected better.,positive,m_9682,d_31717,0,1,492.68,B2B,express
ORD103478,Delhivery,Chennai,06/23/24 21:49,Tempo,0.32,6.06,114.6,delayed,5,2,"Order lost, support unhelpful.",negative,m_5021,d_22696,1,0,177.5,B2C,standard
ORD109157,DTDC,Tiruppur,02/11/25 13:12,2W,0.44,4.32,74.38,delayed,5,2,Driver cancelled multiple times,negative,m_3336,d_76548,0,0,3749.61,B2C,standard
ORD103924,Shadowfax,Bengaluru,09/25/25 21:21,Tempo,4.11,1.81,99.92,delivered,36.2,4,"Quick delivery, very satisfied",positive,m_7697,d_10188,1,0,2334.9,B2B,standard
ORD101748,Shiprocket,Indore,02/27/24 14:53,2W,1.4,3.17,57.36,delayed,21.5,4,Driver was polite and on time Expected better.,positive,m_5224,d_46827,0,1,720.9,B2C,standard
ORD100732,Shadowfax,Thiruvananthapuram,07/26/25 17:22,2W,1.92,3.82,67.79,delayed,5,4,Package arrived in perfect condition.,positive,m_9279,d_94005,0,1,333.76,B2C,express
ORD102553,DTDC,Nagpur,10/31/24 16:37,2W,1.3,3.77,62.93,delivered,5,3,Package arrived late but ok,neutral,m_7744,d_52760,1,0,532.98,B2C,standard
ORD110120,Delhivery,Vadodara,02/09/24 15:36,2W,15.48,10.11,202.03,delayed,60.9,2,"Order lost, support unhelpful.",negative,m_2369,d_80763,1,0,1424.45,B2C,standard
ORD109141,Shadowfax,Visakhapatnam,04/03/24 21:02,Tempo,1.05,2.07,85.68,delayed,9.9,3,Package arrived late but ok Expected better.,neutral,m_4593,d_59775,1,0,432.17,B2C,standard
ORD108881,Porter,Rajkot,02/19/24 10:46,2W,3.27,1.49,60.69,delayed,6.5,2,"Very poor service, won't recommend Expected better.",negative,m_6985,d_10726,0,0,460.35,B2C,standard
ORD110479,Delhivery,Nagpur,07/30/25 8:01,Tempo,52.95,3.78,565.94,delayed,364.6,1,"Order lost, support unhelpful Expected better.",negative,m_8330,d_56784,0,0,50,B2C,express
ORD102662,Porter,Hyderabad,08/27/25 15:17,2W,2.91,4.39,77.33,delivered,23.5,3,"No issues, nothing special Quick response from support.",neutral,m_1356,d_90489,1,0,878.37,B2C,scheduled
